Number of planted triclusters: 50
Tricluster coverage: 4.43856%
Missing values on dataset: 0.0%
Noise values on dataset: 0.0%
Errors on dataset: 0.0%


(68, 8, 5), X=[27,60,72,87,97,100,103,110,129,138,149,152,162,177,180,193,198,217,233,260,287,316,353,367,408,448,452,475,483,486,497,506,522,523,548,580,581,587,590,598,600,610,614,628,639,670,677,684,687,701,716,729,747,788,790,798,803,806,867,870,871,882,906,913,922,923,950,996], Y=[0,1,6,9,23,27,28,46], Z=[7,9,13,24,43], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0 PlaidCoherency=None

Context: 7
X	y0	y1	y6	y9	y23	y27	y28	y46
x368	4	4	4	4	4	4	4
x387	4	4	4	4	4	4	4
x389	4	4	4	4	4	4	4
x406	4	4	4	4	4	4	4
x414	4	4	4	4	4	4	4
x415	4	4	4	4	4	4	4
x450	4	4	4	4	4	4	4
x457	4	4	4	4	4	4	4
x464	4	4	4	4	4	4	4
x471	4	4	4	4	4	4	4
x477	4	4	4	4	4	4	4
x505	4	4	4	4	4	4	4
x507	4	4	4	4	4	4	4
x514	4	4	4	4	4	4	4
x516	4	4	4	4	4	4	4
x531	4	4	4	4	4	4	4
x536	4	4	4	4	4	4	4
x539	4	4	4	4	4	4	4
x540	4	4	4	4	4	4	4
x542	4	4	4	4	4	4	4
x543	4	4	4	4	4	4	4
x571	4	4	4	4	4	4	4
x572	4	4	4	4	4	4	4
x607	4	4	4	4	4	4	4
x610	4	4	4	4	4	4	4
x654	4	4	4	4	4	4	4
x672	4	4	4	4	4	4	4
x674	4	4	4	4	4	4	4
x680	4	4	4	4	4	4	4
x703	4	4	4	4	4	4	4
x736	4	4	4	4	4	4	4
x762	4	4	4	4	4	4	4
x770	4	4	4	4	4	4	4
x776	4	4	4	4	4	4	4
x783	4	4	4	4	4	4	4
x792	4	4	4	4	4	4	4
x811	4	4	4	4	4	4	4
x836	4	4	4	4	4	4	4
x842	4	4	4	4	4	4	4
x849	4	4	4	4	4	4	4
x855	4	4	4	4	4	4	4
x858	4	4	4	4	4	4	4
x863	4	4	4	4	4	4	4
x873	4	4	4	4	4	4	4
x878	4	4	4	4	4	4	4
x880	4	4	4	4	4	4	4
x881	4	4	4	4	4	4	4
x898	4	4	4	4	4	4	4
x921	4	4	4	4	4	4	4
x922	4	4	4	4	4	4	4
x929	4	4	4	4	4	4	4
x931	4	4	4	4	4	4	4
x945	4	4	4	4	4	4	4
x946	4	4	4	4	4	4	4
x954	4	4	4	4	4	4	4
x956	4	4	4	4	4	4	4
x962	4	4	4	4	4	4	4
x970	4	4	4	4	4	4	4
x981	4	4	4	4	4	4	4
x989	4	4	4	4	4	4	4
x992	4	4	4	4	4	4	4

Context: 35
X	y20	y25	y26	y27	y28	y39	y44
x11	4	4	4	4	4	4	4
x22	4	4	4	4	4	4	4
x24	4	4	4	4	4	4	4
x30	4	4	4	4	4	4	4
x31	4	4	4	4	4	4	4
x32	4	4	4	4	4	4	4
x35	4	4	4	4	4	4	4
x43	4	4	4	4	4	4	4
x44	4	4	4	4	4	4	4
x62	4	4	4	4	4	4	4
x63	4	4	4	4	4	4	4
x66	4	4	4	4	4	4	4
x78	4	4	4	4	4	4	4
x81	4	4	4	4	4	4	4
x128	4	4	4	4	4	4	4
x150	4	4	4	4	4	4	4
x154	4	4	4	4	4	4	4
x170	4	4	4	4	4	4	4
x172	4	4	4	4	4	4	4
x182	4	4	4	4	4	4	4
x185	4	4	4	4	4	4	4
x193	4	4	4	4	4	4	4
x216	4	4	4	4	4	4	4
x235	4	4	4	4	4	4	4
x237	4	4	4	4	4	4	4
x240	4	4	4	4	4	4	4
x249	4	4	4	4	4	4	4
x268	4	4	4	4	4	4	4
x270	4	4	4	4	4	4	4
x277	4	4	4	4	4	4	4
x305	4	4	4	4	4	4	4
x339	4	4	4	4	4	4	4
x355	4	4	4	4	4	4	4
x368	4	4	4	4	4	4	4
x387	4	4	4	4	4	4	4
x389	4	4	4	4	4	4	4
x406	4	4	4	4	4	4	4
x414	4	4	4	4	4	4	4
x415	4	4	4	4	4	4	4
x450	4	4	4	4	4	4	4
x457	4	4	4	4	4	4	4
x464	4	4	4	4	4	4	4
x471	4	4	4	4	4	4	4
x477	4	4	4	4	4	4	4
x505	4	4	4	4	4	4	4
x507	4	4	4	4	4	4	4
x514	4	4	4	4	4	4	4
x516	4	4	4	4	4	4	4
x531	4	4	4	4	4	4	4
x536	4	4	4	4	4	4	4
x539	4	4	4	4	4	4	4
x540	4	4	4	4	4	4	4
x542	4	4	4	4	4	4	4
x543	4	4	4	4	4	4	4
x571	4	4	4	4	4	4	4
x572	4	4	4	4	4	4	4
x607	4	4	4	4	4	4	4
x610	4	4	4	4	4	4	4
x654	4	4	4	4	4	4	4
x672	4	4	4	4	4	4	4
x674	4	4	4	4	4	4	4
x680	4	4	4	4	4	4	4
x703	4	4	4	4	4	4	4
x736	4	4	4	4	4	4	4
x762	4	4	4	4	4	4	4
x770	4	4	4	4	4	4	4
x776	4	4	4	4	4	4	4
x783	4	4	4	4	4	4	4
x792	4	4	4	4	4	4	4
x811	4	4	4	4	4	4	4
x836	4	4	4	4	4	4	4
x842	4	4	4	4	4	4	4
x849	4	4	4	4	4	4	4
x855	4	4	4	4	4	4	4
x858	4	4	4	4	4	4	4
x863	4	4	4	4	4	4	4
x873	4	4	4	4	4	4	4
x878	4	4	4	4	4	4	4
x880	4	4	4	4	4	4	4
x881	4	4	4	4	4	4	4
x898	4	4	4	4	4	4	4
x921	4	4	4	4	4	4	4
x922	4	4	4	4	4	4	4
x929	4	4	4	4	4	4	4
x931	4	4	4	4	4	4	4
x945	4	4	4	4	4	4	4
x946	4	4	4	4	4	4	4
x954	4	4	4	4	4	4	4
x956	4	4	4	4	4	4	4
x962	4	4	4	4	4	4	4
x970	4	4	4	4	4	4	4
x981	4	4	4	4	4	4	4
x989	4	4	4	4	4	4	4
x992	4	4	4	4	4	4	4

Context: 37
X	y20	y25	y26	y27	y28	y39	y44
x11	4	4	4	4	4	4	4
x22	4	4	4	4	4	4	4
x24	4	4	4	4	4	4	4
x30	4	4	4	4	4	4	4
x31	4	4	4	4	4	4	4
x32	4	4	4	4	4	4	4
x35	4	4	4	4	4	4	4
x43	4	4	4	4	4	4	4
x44	4	4	4	4	4	4	4
x62	4	4	4	4	4	4	4
x63	4	4	4	4	4	4	4
x66	4	4	4	4	4	4	4
x78	4	4	4	4	4	4	4
x81	4	4	4	4	4	4	4
x128	4	4	4	4	4	4	4
x150	4	4	4	4	4	4	4
x154	4	4	4	4	4	4	4
x170	4	4	4	4	4	4	4
x172	4	4	4	4	4	4	4
x182	4	4	4	4	4	4	4
x185	4	4	4	4	4	4	4
x193	4	4	4	4	4	4	4
x216	4	4	4	4	4	4	4
x235	4	4	4	4	4	4	4
x237	4	4	4	4	4	4	4
x240	4	4	4	4	4	4	4
x249	4	4	4	4	4	4	4
x268	4	4	4	4	4	4	4
x270	4	4	4	4	4	4	4
x277	4	4	4	4	4	4	4
x305	4	4	4	4	4	4	4
x339	4	4	4	4	4	4	4
x355	4	4	4	4	4	4	4
x368	4	4	4	4	4	4	4
x387	4	4	4	4	4	4	4
x389	4	4	4	4	4	4	4
x406	4	4	4	4	4	4	4
x414	4	4	4	4	4	4	4
x415	4	4	4	4	4	4	4
x450	4	4	4	4	4	4	4
x457	4	4	4	4	4	4	4
x464	4	4	4	4	4	4	4
x471	4	4	4	4	4	4	4
x477	4	4	4	4	4	4	4
x505	4	4	4	4	4	4	4
x507	4	4	4	4	4	4	4
x514	4	4	4	4	4	4	4
x516	4	4	4	4	4	4	4
x531	4	4	4	4	4	4	4
x536	4	4	4	4	4	4	4
x539	4	4	4	4	4	4	4
x540	4	4	4	4	4	4	4
x542	4	4	4	4	4	4	4
x543	4	4	4	4	4	4	4
x571	4	4	4	4	4	4	4
x572	4	4	4	4	4	4	4
x607	4	4	4	4	4	4	4
x610	4	4	4	4	4	4	4
x654	4	4	4	4	4	4	4
x672	4	4	4	4	4	4	4
x674	4	4	4	4	4	4	4
x680	4	4	4	4	4	4	4
x703	4	4	4	4	4	4	4
x736	4	4	4	4	4	4	4
x762	4	4	4	4	4	4	4
x770	4	4	4	4	4	4	4
x776	4	4	4	4	4	4	4
x783	4	4	4	4	4	4	4
x792	4	4	4	4	4	4	4
x811	4	4	4	4	4	4	4
x836	4	4	4	4	4	4	4
x842	4	4	4	4	4	4	4
x849	4	4	4	4	4	4	4
x855	4	4	4	4	4	4	4
x858	4	4	4	4	4	4	4
x863	4	4	4	4	4	4	4
x873	4	4	4	4	4	4	4
x878	4	4	4	4	4	4	4
x880	4	4	4	4	4	4	4
x881	4	4	4	4	4	4	4
x898	4	4	4	4	4	4	4
x921	4	4	4	4	4	4	4
x922	4	4	4	4	4	4	4
x929	4	4	4	4	4	4	4
x931	4	4	4	4	4	4	4
x945	4	4	4	4	4	4	4
x946	4	4	4	4	4	4	4
x954	4	4	4	4	4	4	4
x956	4	4	4	4	4	4	4
x962	4	4	4	4	4	4	4
x970	4	4	4	4	4	4	4
x981	4	4	4	4	4	4	4
x989	4	4	4	4	4	4	4
x992	4	4	4	4	4	4	4

Context: 39
X	y20	y25	y26	y27	y28	y39	y44
x11	4	4	4	4	4	4	4
x22	4	4	4	4	4	4	4
x24	4	4	4	4	4	4	4
x30	4	4	4	4	4	4	4
x31	4	4	4	4	4	4	4
x32	4	4	4	4	4	4	4
x35	4	4	4	4	4	4	4
x43	4	4	4	4	4	4	4
x44	4	4	4	4	4	4	4
x62	4	4	4	4	4	4	4
x63	4	4	4	4	4	4	4
x66	4	4	4	4	4	4	4
x78	4	4	4	4	4	4	4
x81	4	4	4	4	4	4	4
x128	4	4	4	4	4	4	4
x150	4	4	4	4	4	4	4
x154	4	4	4	4	4	4	4
x170	4	4	4	4	4	4	4
x172	4	4	4	4	4	4	4
x182	4	4	4	4	4	4	4
x185	4	4	4	4	4	4	4
x193	4	4	4	4	4	4	4
x216	4	4	4	4	4	4	4
x235	4	4	4	4	4	4	4
x237	4	4	4	4	4	4	4
x240	4	4	4	4	4	4	4
x249	4	4	4	4	4	4	4
x268	4	4	4	4	4	4	4
x270	4	4	4	4	4	4	4
x277	4	4	4	4	4	4	4
x305	4	4	4	4	4	4	4
x339	4	4	4	4	4	4	4
x355	4	4	4	4	4	4	4
x368	4	4	4	4	4	4	4
x387	4	4	4	4	4	4	4
x389	4	4	4	4	4	4	4
x406	4	4	4	4	4	4	4
x414	4	4	4	4	4	4	4
x415	4	4	4	4	4	4	4
x450	4	4	4	4	4	4	4
x457	4	4	4	4	4	4	4
x464	4	4	4	4	4	4	4
x471	4	4	4	4	4	4	4
x477	4	4	4	4	4	4	4
x505	4	4	4	4	4	4	4
x507	4	4	4	4	4	4	4
x514	4	4	4	4	4	4	4
x516	4	4	4	4	4	4	4
x531	4	4	4	4	4	4	4
x536	4	4	4	4	4	4	4
x539	4	4	4	4	4	4	4
x540	4	4	4	4	4	4	4
x542	4	4	4	4	4	4	4
x543	4	4	4	4	4	4	4
x571	4	4	4	4	4	4	4
x572	4	4	4	4	4	4	4
x607	4	4	4	4	4	4	4
x610	4	4	4	4	4	4	4
x654	4	4	4	4	4	4	4
x672	4	4	4	4	4	4	4
x674	4	4	4	4	4	4	4
x680	4	4	4	4	4	4	4
x703	4	4	4	4	4	4	4
x736	4	4	4	4	4	4	4
x762	4	4	4	4	4	4	4
x770	4	4	4	4	4	4	4
x776	4	4	4	4	4	4	4
x783	4	4	4	4	4	4	4
x792	4	4	4	4	4	4	4
x811	4	4	4	4	4	4	4
x836	4	4	4	4	4	4	4
x842	4	4	4	4	4	4	4
x849	4	4	4	4	4	4	4
x855	4	4	4	4	4	4	4
x858	4	4	4	4	4	4	4
x863	4	4	4	4	4	4	4
x873	4	4	4	4	4	4	4
x878	4	4	4	4	4	4	4
x880	4	4	4	4	4	4	4
x881	4	4	4	4	4	4	4
x898	4	4	4	4	4	4	4
x921	4	4	4	4	4	4	4
x922	4	4	4	4	4	4	4
x929	4	4	4	4	4	4	4
x931	4	4	4	4	4	4	4
x945	4	4	4	4	4	4	4
x946	4	4	4	4	4	4	4
x954	4	4	4	4	4	4	4
x956	4	4	4	4	4	4	4
x962	4	4	4	4	4	4	4
x970	4	4	4	4	4	4	4
x981	4	4	4	4	4	4	4
x989	4	4	4	4	4	4	4
x992	4	4	4	4	4	4	4

(84, 6, 9), X=[2,20,37,71,97,103,104,109,111,113,130,133,164,165,173,178,192,202,211,253,259,271,274,291,320,327,331,333,338,353,391,405,423,424,436,437,449,459,463,484,486,488,495,496,504,526,576,586,592,593,611,621,623,624,637,639,640,644,646,650,653,663,693,695,696,708,711,727,729,755,791,802,818,862,872,902,905,911,912,913,940,953,964,980], Y=[2,8,34,38,43,44], Z=[4,9,10,25,38,41,42,45,47], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0 PlaidCoherency=None

Context: 4
X	y2	y8	y34	y38	y43	y44
x2	4	4	4	4	4	4
x20	4	4	4	4	4	4
x37	4	4	4	4	4	4
x71	4	4	4	4	4	4
x97	4	4	4	4	4	4
x103	4	4	4	4	4	4
x104	4	4	4	4	4	4
x109	4	4	4	4	4	4
x111	4	4	4	4	4	4
x113	4	4	4	4	4	4
x130	4	4	4	4	4	4
x133	4	4	4	4	4	4
x164	4	4	4	4	4	4
x165	4	4	4	4	4	4
x173	4	4	4	4	4	4
x178	4	4	4	4	4	4
x192	4	4	4	4	4	4
x202	4	4	4	4	4	4
x211	4	4	4	4	4	4
x253	4	4	4	4	4	4
x259	4	4	4	4	4	4
x271	4	4	4	4	4	4
x274	4	4	4	4	4	4
x291	4	4	4	4	4	4
x320	4	4	4	4	4	4
x327	4	4	4	4	4	4
x331	4	4	4	4	4	4
x333	4	4	4	4	4	4
x338	4	4	4	4	4	4
x353	4	4	4	4	4	4
x391	4	4	4	4	4	4
x405	4	4	4	4	4	4
x423	4	4	4	4	4	4
x424	4	4	4	4	4	4
x436	4	4	4	4	4	4
x437	4	4	4	4	4	4
x449	4	4	4	4	4	4
x459	4	4	4	4	4	4
x463	4	4	4	4	4	4
x484	4	4	4	4	4	4
x486	4	4	4	4	4	4
x488	4	4	4	4	4	4
x495	4	4	4	4	4	4
x496	4	4	4	4	4	4
x504	4	4	4	4	4	4
x526	4	4	4	4	4	4
x576	4	4	4	4	4	4
x586	4	4	4	4	4	4
x592	4	4	4	4	4	4
x593	4	4	4	4	4	4
x611	4	4	4	4	4	4
x621	4	4	4	4	4	4
x623	4	4	4	4	4	4
x624	4	4	4	4	4	4
x637	4	4	4	4	4	4
x639	4	4	4	4	4	4
x640	4	4	4	4	4	4
x644	4	4	4	4	4	4
x646	4	4	4	4	4	4
x650	4	4	4	4	4	4
x653	4	4	4	4	4	4
x663	4	4	4	4	4	4
x693	4	4	4	4	4	4
x695	4	4	4	4	4	4
x696	4	4	4	4	4	4
x708	4	4	4	4	4	4
x711	4	4	4	4	4	4
x727	4	4	4	4	4	4
x729	4	4	4	4	4	4
x755	4	4	4	4	4	4
x791	4	4	4	4	4	4
x802	4	4	4	4	4	4
x818	4	4	4	4	4	4
x862	4	4	4	4	4	4
x872	4	4	4	4	4	4
x902	4	4	4	4	4	4
x905	4	4	4	4	4	4
x911	4	4	4	4	4	4
x912	4	4	4	4	4	4
x913	4	4	4	4	4	4
x940	4	4	4	4	4	4
x953	4	4	4	4	4	4
x964	4	4	4	4	4	4
x980	4	4	4	4	4	4

Context: 9
X	y2	y8	y34	y38	y43	y44
x2	4	4	4	4	4	4
x20	4	4	4	4	4	4
x37	4	4	4	4	4	4
x71	4	4	4	4	4	4
x97	4	4	4	4	4	4
x103	4	4	4	4	4	4
x104	4	4	4	4	4	4
x109	4	4	4	4	4	4
x111	4	4	4	4	4	4
x113	4	4	4	4	4	4
x130	4	4	4	4	4	4
x133	4	4	4	4	4	4
x164	4	4	4	4	4	4
x165	4	4	4	4	4	4
x173	4	4	4	4	4	4
x178	4	4	4	4	4	4
x192	4	4	4	4	4	4
x202	4	4	4	4	4	4
x211	4	4	4	4	4	4
x253	4	4	4	4	4	4
x259	4	4	4	4	4	4
x271	4	4	4	4	4	4
x274	4	4	4	4	4	4
x291	4	4	4	4	4	4
x320	4	4	4	4	4	4
x327	4	4	4	4	4	4
x331	4	4	4	4	4	4
x333	4	4	4	4	4	4
x338	4	4	4	4	4	4
x353	4	4	4	4	4	4
x391	4	4	4	4	4	4
x405	4	4	4	4	4	4
x423	4	4	4	4	4	4
x424	4	4	4	4	4	4
x436	4	4	4	4	4	4
x437	4	4	4	4	4	4
x449	4	4	4	4	4	4
x459	4	4	4	4	4	4
x463	4	4	4	4	4	4
x484	4	4	4	4	4	4
x486	4	4	4	4	4	4
x488	4	4	4	4	4	4
x495	4	4	4	4	4	4
x496	4	4	4	4	4	4
x504	4	4	4	4	4	4
x526	4	4	4	4	4	4
x576	4	4	4	4	4	4
x586	4	4	4	4	4	4
x592	4	4	4	4	4	4
x593	4	4	4	4	4	4
x611	4	4	4	4	4	4
x621	4	4	4	4	4	4
x623	4	4	4	4	4	4
x624	4	4	4	4	4	4
x637	4	4	4	4	4	4
x639	4	4	4	4	4	4
x640	4	4	4	4	4	4
x644	4	4	4	4	4	4
x646	4	4	4	4	4	4
x650	4	4	4	4	4	4
x653	4	4	4	4	4	4
x663	4	4	4	4	4	4
x693	4	4	4	4	4	4
x695	4	4	4	4	4	4
x696	4	4	4	4	4	4
x708	4	4	4	4	4	4
x711	4	4	4	4	4	4
x727	4	4	4	4	4	4
x729	4	4	4	4	4	4
x755	4	4	4	4	4	4
x791	4	4	4	4	4	4
x802	4	4	4	4	4	4
x818	4	4	4	4	4	4
x862	4	4	4	4	4	4
x872	4	4	4	4	4	4
x902	4	4	4	4	4	4
x905	4	4	4	4	4	4
x911	4	4	4	4	4	4
x912	4	4	4	4	4	4
x913	4	4	4	4	4	4
x940	4	4	4	4	4	4
x953	4	4	4	4	4	4
x964	4	4	4	4	4	4
x980	4	4	4	4	4	4

Context: 10
X	y2	y8	y34	y38	y43	y44
x2	4	4	4	4	4	4
x20	4	4	4	4	4	4
x37	4	4	4	4	4	4
x71	4	4	4	4	4	4
x97	4	4	4	4	4	4
x103	4	4	4	4	4	4
x104	4	4	4	4	4	4
x109	4	4	4	4	4	4
x111	4	4	4	4	4	4
x113	4	4	4	4	4	4
x130	4	4	4	4	4	4
x133	4	4	4	4	4	4
x164	4	4	4	4	4	4
x165	4	4	4	4	4	4
x173	4	4	4	4	4	4
x178	4	4	4	4	4	4
x192	4	4	4	4	4	4
x202	4	4	4	4	4	4
x211	4	4	4	4	4	4
x253	4	4	4	4	4	4
x259	4	4	4	4	4	4
x271	4	4	4	4	4	4
x274	4	4	4	4	4	4
x291	4	4	4	4	4	4
x320	4	4	4	4	4	4
x327	4	4	4	4	4	4
x331	4	4	4	4	4	4
x333	4	4	4	4	4	4
x338	4	4	4	4	4	4
x353	4	4	4	4	4	4
x391	4	4	4	4	4	4
x405	4	4	4	4	4	4
x423	4	4	4	4	4	4
x424	4	4	4	4	4	4
x436	4	4	4	4	4	4
x437	4	4	4	4	4	4
x449	4	4	4	4	4	4
x459	4	4	4	4	4	4
x463	4	4	4	4	4	4
x484	4	4	4	4	4	4
x486	4	4	4	4	4	4
x488	4	4	4	4	4	4
x495	4	4	4	4	4	4
x496	4	4	4	4	4	4
x504	4	4	4	4	4	4
x526	4	4	4	4	4	4
x576	4	4	4	4	4	4
x586	4	4	4	4	4	4
x592	4	4	4	4	4	4
x593	4	4	4	4	4	4
x611	4	4	4	4	4	4
x621	4	4	4	4	4	4
x623	4	4	4	4	4	4
x624	4	4	4	4	4	4
x637	4	4	4	4	4	4
x639	4	4	4	4	4	4
x640	4	4	4	4	4	4
x644	4	4	4	4	4	4
x646	4	4	4	4	4	4
x650	4	4	4	4	4	4
x653	4	4	4	4	4	4
x663	4	4	4	4	4	4
x693	4	4	4	4	4	4
x695	4	4	4	4	4	4
x696	4	4	4	4	4	4
x708	4	4	4	4	4	4
x711	4	4	4	4	4	4
x727	4	4	4	4	4	4
x729	4	4	4	4	4	4
x755	4	4	4	4	4	4
x791	4	4	4	4	4	4
x802	4	4	4	4	4	4
x818	4	4	4	4	4	4
x862	4	4	4	4	4	4
x872	4	4	4	4	4	4
x902	4	4	4	4	4	4
x905	4	4	4	4	4	4
x911	4	4	4	4	4	4
x912	4	4	4	4	4	4
x913	4	4	4	4	4	4
x940	4	4	4	4	4	4
x953	4	4	4	4	4	4
x964	4	4	4	4	4	4
x980	4	4	4	4	4	4

Context: 25
X	y2	y8	y34	y38	y43	y44
x2	4	4	4	4	4	4
x20	4	4	4	4	4	4
x37	4	4	4	4	4	4
x71	4	4	4	4	4	4
x97	4	4	4	4	4	4
x103	4	4	4	4	4	4
x104	4	4	4	4	4	4
x109	4	4	4	4	4	4
x111	4	4	4	4	4	4
x113	4	4	4	4	4	4
x130	4	4	4	4	4	4
x133	4	4	4	4	4	4
x164	4	4	4	4	4	4
x165	4	4	4	4	4	4
x173	4	4	4	4	4	4
x178	4	4	4	4	4	4
x192	4	4	4	4	4	4
x202	4	4	4	4	4	4
x211	4	4	4	4	4	4
x253	4	4	4	4	4	4
x259	4	4	4	4	4	4
x271	4	4	4	4	4	4
x274	4	4	4	4	4	4
x291	4	4	4	4	4	4
x320	4	4	4	4	4	4
x327	4	4	4	4	4	4
x331	4	4	4	4	4	4
x333	4	4	4	4	4	4
x338	4	4	4	4	4	4
x353	4	4	4	4	4	4
x391	4	4	4	4	4	4
x405	4	4	4	4	4	4
x423	4	4	4	4	4	4
x424	4	4	4	4	4	4
x436	4	4	4	4	4	4
x437	4	4	4	4	4	4
x449	4	4	4	4	4	4
x459	4	4	4	4	4	4
x463	4	4	4	4	4	4
x484	4	4	4	4	4	4
x486	4	4	4	4	4	4
x488	4	4	4	4	4	4
x495	4	4	4	4	4	4
x496	4	4	4	4	4	4
x504	4	4	4	4	4	4
x526	4	4	4	4	4	4
x576	4	4	4	4	4	4
x586	4	4	4	4	4	4
x592	4	4	4	4	4	4
x593	4	4	4	4	4	4
x611	4	4	4	4	4	4
x621	4	4	4	4	4	4
x623	4	4	4	4	4	4
x624	4	4	4	4	4	4
x637	4	4	4	4	4	4
x639	4	4	4	4	4	4
x640	4	4	4	4	4	4
x644	4	4	4	4	4	4
x646	4	4	4	4	4	4
x650	4	4	4	4	4	4
x653	4	4	4	4	4	4
x663	4	4	4	4	4	4
x693	4	4	4	4	4	4
x695	4	4	4	4	4	4
x696	4	4	4	4	4	4
x708	4	4	4	4	4	4
x711	4	4	4	4	4	4
x727	4	4	4	4	4	4
x729	4	4	4	4	4	4
x755	4	4	4	4	4	4
x791	4	4	4	4	4	4
x802	4	4	4	4	4	4
x818	4	4	4	4	4	4
x862	4	4	4	4	4	4
x872	4	4	4	4	4	4
x902	4	4	4	4	4	4
x905	4	4	4	4	4	4
x911	4	4	4	4	4	4
x912	4	4	4	4	4	4
x913	4	4	4	4	4	4
x940	4	4	4	4	4	4
x953	4	4	4	4	4	4
x964	4	4	4	4	4	4
x980	4	4	4	4	4	4

Context: 38
X	y2	y8	y34	y38	y43	y44
x2	4	4	4	4	4	4
x20	4	4	4	4	4	4
x37	4	4	4	4	4	4
x71	4	4	4	4	4	4
x97	4	4	4	4	4	4
x103	4	4	4	4	4	4
x104	4	4	4	4	4	4
x109	4	4	4	4	4	4
x111	4	4	4	4	4	4
x113	4	4	4	4	4	4
x130	4	4	4	4	4	4
x133	4	4	4	4	4	4
x164	4	4	4	4	4	4
x165	4	4	4	4	4	4
x173	4	4	4	4	4	4
x178	4	4	4	4	4	4
x192	4	4	4	4	4	4
x202	4	4	4	4	4	4
x211	4	4	4	4	4	4
x253	4	4	4	4	4	4
x259	4	4	4	4	4	4
x271	4	4	4	4	4	4
x274	4	4	4	4	4	4
x291	4	4	4	4	4	4
x320	4	4	4	4	4	4
x327	4	4	4	4	4	4
x331	4	4	4	4	4	4
x333	4	4	4	4	4	4
x338	4	4	4	4	4	4
x353	4	4	4	4	4	4
x391	4	4	4	4	4	4
x405	4	4	4	4	4	4
x423	4	4	4	4	4	4
x424	4	4	4	4	4	4
x436	4	4	4	4	4	4
x437	4	4	4	4	4	4
x449	4	4	4	4	4	4
x459	4	4	4	4	4	4
x463	4	4	4	4	4	4
x484	4	4	4	4	4	4
x486	4	4	4	4	4	4
x488	4	4	4	4	4	4
x495	4	4	4	4	4	4
x496	4	4	4	4	4	4
x504	4	4	4	4	4	4
x526	4	4	4	4	4	4
x576	4	4	4	4	4	4
x586	4	4	4	4	4	4
x592	4	4	4	4	4	4
x593	4	4	4	4	4	4
x611	4	4	4	4	4	4
x621	4	4	4	4	4	4
x623	4	4	4	4	4	4
x624	4	4	4	4	4	4
x637	4	4	4	4	4	4
x639	4	4	4	4	4	4
x640	4	4	4	4	4	4
x644	4	4	4	4	4	4
x646	4	4	4	4	4	4
x650	4	4	4	4	4	4
x653	4	4	4	4	4	4
x663	4	4	4	4	4	4
x693	4	4	4	4	4	4
x695	4	4	4	4	4	4
x696	4	4	4	4	4	4
x708	4	4	4	4	4	4
x711	4	4	4	4	4	4
x727	4	4	4	4	4	4
x729	4	4	4	4	4	4
x755	4	4	4	4	4	4
x791	4	4	4	4	4	4
x802	4	4	4	4	4	4
x818	4	4	4	4	4	4
x862	4	4	4	4	4	4
x872	4	4	4	4	4	4
x902	4	4	4	4	4	4
x905	4	4	4	4	4	4
x911	4	4	4	4	4	4
x912	4	4	4	4	4	4
x913	4	4	4	4	4	4
x940	4	4	4	4	4	4
x953	4	4	4	4	4	4
x964	4	4	4	4	4	4
x980	4	4	4	4	4	4

Context: 41
X	y2	y8	y34	y38	y43	y44
x2	4	4	4	4	4	4
x20	4	4	4	4	4	4
x37	4	4	4	4	4	4
x71	4	4	4	4	4	4
x97	4	4	4	4	4	4
x103	4	4	4	4	4	4
x104	4	4	4	4	4	4
x109	4	4	4	4	4	4
x111	4	4	4	4	4	4
x113	4	4	4	4	4	4
x130	4	4	4	4	4	4
x133	4	4	4	4	4	4
x164	4	4	4	4	4	4
x165	4	4	4	4	4	4
x173	4	4	4	4	4	4
x178	4	4	4	4	4	4
x192	4	4	4	4	4	4
x202	4	4	4	4	4	4
x211	4	4	4	4	4	4
x253	4	4	4	4	4	4
x259	4	4	4	4	4	4
x271	4	4	4	4	4	4
x274	4	4	4	4	4	4
x291	4	4	4	4	4	4
x320	4	4	4	4	4	4
x327	4	4	4	4	4	4
x331	4	4	4	4	4	4
x333	4	4	4	4	4	4
x338	4	4	4	4	4	4
x353	4	4	4	4	4	4
x391	4	4	4	4	4	4
x405	4	4	4	4	4	4
x423	4	4	4	4	4	4
x424	4	4	4	4	4	4
x436	4	4	4	4	4	4
x437	4	4	4	4	4	4
x449	4	4	4	4	4	4
x459	4	4	4	4	4	4
x463	4	4	4	4	4	4
x484	4	4	4	4	4	4
x486	4	4	4	4	4	4
x488	4	4	4	4	4	4
x495	4	4	4	4	4	4
x496	4	4	4	4	4	4
x504	4	4	4	4	4	4
x526	4	4	4	4	4	4
x576	4	4	4	4	4	4
x586	4	4	4	4	4	4
x592	4	4	4	4	4	4
x593	4	4	4	4	4	4
x611	4	4	4	4	4	4
x621	4	4	4	4	4	4
x623	4	4	4	4	4	4
x624	4	4	4	4	4	4
x637	4	4	4	4	4	4
x639	4	4	4	4	4	4
x640	4	4	4	4	4	4
x644	4	4	4	4	4	4
x646	4	4	4	4	4	4
x650	4	4	4	4	4	4
x653	4	4	4	4	4	4
x663	4	4	4	4	4	4
x693	4	4	4	4	4	4
x695	4	4	4	4	4	4
x696	4	4	4	4	4	4
